pdbid;chain;genus deposition date;pdb deposition date;total genus;sequence length
5vlk;Z;2019-06-17;2017-04-25;0;9
5vvp;C;2019-06-17;2017-05-19;0;9
5w4g;A;2019-06-17;2017-06-10;0;22
5xhz;C;2019-06-17;2017-04-25;0;11
5cdc;D;2019-06-15;2015-07-03;0;45
5cfa;C;2019-06-15;2015-07-08;0;10
5cha;A;2019-06-15;1985-01-22;0;8
5d0j;L;2019-06-15;2015-08-03;0;7
5gpn;x;2019-06-15;2016-08-03;0;46
5bwo;B;2019-06-15;2015-06-08;0;9
5c1b;U;2019-06-15;2015-06-13;0;10
5b39;C;2019-06-14;2016-02-12;0;9
5bs0;C;2019-06-14;2015-06-01;0;9
5brm;G;2019-06-14;2015-05-31;0;22
5b38;C;2019-06-14;2016-02-12;0;9
5bn6;A;2019-06-14;2015-05-25;0;17
5ab0;E;2019-06-14;2015-07-31;0;7
5aei;D;2019-06-14;2015-08-31;0;10
5a2p;E;2019-06-14;2015-05-21;0;8
5a2j;P;2019-06-14;2015-05-20;0;6
5a2l;P;2019-06-14;2015-05-20;0;6
5a2i;P;2019-06-14;2015-05-20;0;6
5a2k;P;2019-06-14;2015-05-20;0;6
5a31;V;2019-06-14;2015-05-26;0;13
4z7i;C;2019-06-14;2015-04-07;0;8
4zzj;B;2019-06-14;2015-05-22;0;7
4zhm;P;2019-06-14;2015-04-25;0;10
4zhl;P;2019-06-14;2015-04-25;0;10
4zkn;P;2019-06-14;2015-04-30;0;12
4z2v;C;2019-06-14;2015-03-30;0;11
4yhz;P;2019-06-14;2015-02-27;0;9
4yi0;A;2019-06-14;2015-02-27;0;27
4z2p;C;2019-06-14;2015-03-30;0;11
4z2o;P;2019-06-14;2015-03-30;0;11
4up0;F;2019-06-14;2014-06-11;0;6
4v4u;S;2019-06-14;2005-03-03;0;10
4wht;a;2019-06-14;2014-09-23;0;12
4x1p;P;2019-06-14;2014-11-25;0;10
4qja;P;2019-06-14;2014-06-03;0;10
4xi9;E;2019-06-14;2015-01-06;0;7
4mn8;C;2019-06-14;2013-09-10;0;21
4qbm;C;2019-06-14;2014-05-08;0;9
4qh8;C;2019-06-14;2014-05-27;0;11
4f0z;C;2019-06-14;2012-05-05;0;30
4ezu;B;2019-06-14;2012-05-03;0;13
4f20;Q;2019-06-14;2012-05-07;0;13
4f1z;Q;2019-06-14;2012-05-07;0;14
4gch;E;2019-06-14;1989-09-25;0;10
4quf;P;2019-06-14;2014-07-10;0;8
4drw;E;2019-06-14;2012-02-17;0;10
4dt7;E;2019-06-14;2012-02-20;0;8
4e0l;A;2019-06-14;2012-03-04;0;14
4e34;C;2019-06-14;2012-03-09;0;10
4e7r;I;2019-06-14;2012-03-19;0;11
4eoy;D;2019-06-14;2012-04-16;0;8
4ep3;E;2019-06-14;2012-04-16;0;9
4ds1;B;2019-06-14;2012-02-17;0;10
4dx9;6;2019-06-14;2012-02-27;0;11
4e0o;A;2019-06-14;2012-03-04;0;14
4e0n;A;2019-06-14;2012-03-04;0;14
4e0m;A;2019-06-14;2012-03-04;0;14
4e1i;A;2019-06-14;2012-03-06;0;6
4e41;C;2019-06-14;2012-03-11;0;15
4ejf;E;2019-06-14;2012-04-06;0;12
4ekk;C;2019-06-14;2012-04-09;0;10
4cry;A;2019-06-14;2014-03-02;0;25
4cy2;C;2019-06-14;2014-04-09;0;9
4cy5;C;2019-06-14;2014-04-10;0;8
4d6t;V;2019-06-14;2014-11-14;0;17
4d5m;A;2019-06-14;2014-11-05;0;10
4d7z;A;2019-06-14;2014-12-02;0;28
4dc2;Z;2019-06-14;2012-01-17;0;16
4dlq;B;2019-06-14;2012-02-06;0;15
4dpg;I;2019-06-14;2012-02-13;0;31
4cse;C;2019-06-14;2014-03-07;0;9
4cw1;C;2019-06-14;2014-03-31;0;9
4d6u;V;2019-06-14;2014-11-14;0;17
4day;C;2019-06-14;2012-01-13;0;12
4dcb;F;2019-06-14;2012-01-17;0;11
4bxf;C;2019-06-14;2013-07-10;0;9
4bxl;C;2019-06-14;2013-07-12;0;22
4c3p;B;2019-06-14;2013-08-26;0;17
4caa;B;2019-06-14;1997-08-14;0;33
4cco;C;2019-06-14;2013-10-23;0;12
4cha;A;2019-06-14;1984-11-26;0;11
4ckt;C;2019-06-14;2014-01-08;0;8
4c31;C;2019-06-14;2013-08-21;0;15
4c5i;C;2019-06-14;2013-09-12;0;20
4c5h;B;2019-06-14;2013-09-11;0;26
4cgq;Q;2019-06-14;2013-11-26;0;7
4au7;C;2019-06-14;2012-05-14;0;9
4b45;B;2019-06-14;2012-07-27;0;13
4b4n;B;2019-06-14;2012-07-31;0;15
4bj6;D;2019-06-14;2013-04-16;0;13
4bj5;D;2019-06-14;2013-04-16;0;13
4bos;F;2019-06-14;2013-05-22;0;7
4ax9;I;2019-06-14;2012-06-11;0;10
4b18;B;2019-06-14;2012-07-08;0;20
4b8o;B;2019-06-14;2012-08-28;0;11
4bd3;B;2019-06-14;2012-10-04;0;11
4bh8;P;2019-06-14;2013-03-30;0;8
4bh7;P;2019-06-14;2013-03-30;0;8
4bl0;C;2019-06-14;2013-04-30;0;12
4bqk;C;2019-06-14;2013-05-31;0;19
4a1x;C;2019-06-14;2011-09-20;0;17
4a1v;C;2019-06-14;2011-09-20;0;16
4abj;B;2019-06-14;2011-12-08;0;10
4aif;D;2019-06-14;2012-02-09;0;7
4apo;D;2019-06-14;2012-04-04;0;6
4aph;P;2019-06-14;2012-04-03;0;6
3zn0;C;2019-06-14;2013-02-13;0;6
3zqh;C;2019-06-14;2011-06-09;0;12
3zrz;C;2019-06-14;2011-06-21;0;18
4a1t;C;2019-06-14;2011-09-19;0;17
4a3v;E;2019-06-14;2011-10-04;0;10
4a7j;B;2019-06-14;2011-11-14;0;6
4aid;F;2019-06-14;2012-02-09;0;7
4aok;A;2019-06-14;2012-03-28;0;27
4ar2;P;2019-06-14;2012-04-20;0;10
3wbn;B;2019-06-14;2013-05-20;0;19
3wkn;E;2019-06-14;2013-10-29;0;29
3wne;C;2019-06-14;2013-12-09;0;6
3wnf;C;2019-06-14;2013-12-09;0;6
3wut;C;2019-06-14;2014-05-05;0;13
3wxa;C;2019-06-14;2014-07-29;0;12
3wuw;C;2019-06-14;2014-05-06;0;9
3x12;C;2019-06-14;2014-10-24;0;9
3zbi;C;2019-06-14;2012-11-10;0;28
3zkt;A;2019-06-14;2013-01-24;0;14
3zkf;B;2019-06-14;2013-01-22;0;10
3wim;B;2019-06-14;2013-09-19;0;12
3wlb;C;2019-06-14;2013-11-08;0;10
3wng;C;2019-06-14;2013-12-09;0;5
3wor;C;2019-06-14;2013-12-29;0;6
3wuu;C;2019-06-14;2014-05-05;0;14
3x23;B;2019-06-14;2014-12-09;0;11
3x11;C;2019-06-14;2014-10-24;0;9
3ze0;I;2019-06-14;2012-12-03;0;6
3zgc;C;2019-06-14;2012-12-17;0;7
3zg6;F;2019-06-14;2012-12-15;0;12
3zn1;C;2019-06-14;2013-02-13;0;6
3vxo;C;2019-06-14;2012-09-20;0;10
3w6k;A;2019-06-14;2013-02-15;0;15
3vxr;C;2019-06-14;2012-09-20;0;10
3w1g;B;2019-06-14;2012-11-15;0;10
3vxu;C;2019-06-14;2012-09-20;0;10
3vrp;B;2019-06-14;2012-04-13;0;8
3vui;F;2019-06-14;2012-06-28;0;10
3vrj;C;2019-06-14;2012-04-11;0;10
3vrr;C;2019-06-14;2012-04-13;0;8
3vum;F;2019-06-14;2012-07-02;0;11
3vuh;F;2019-06-14;2012-06-28;0;10
3vvs;B;2019-06-14;2012-07-27;0;9
3vxs;C;2019-06-14;2012-09-20;0;10
3vxp;C;2019-06-14;2012-09-20;0;10
3v3v;B;2019-06-14;2011-12-14;0;10
3v7d;E;2019-06-14;2011-12-20;0;9
3v2o;B;2019-06-14;2011-12-12;0;11
3uwj;I;2019-06-14;2011-12-02;0;11
3v56;G;2019-06-14;2011-12-16;0;12
3uxg;B;2019-06-14;2011-12-05;0;16
3v31;B;2019-06-14;2011-12-12;0;17
3vfs;C;2019-06-14;2012-01-10;0;13
3vfw;C;2019-06-14;2012-01-10;0;13
3vh8;C;2019-06-14;2011-08-24;0;9
3ueo;E;2019-06-14;2011-10-31;0;10
3ujj;P;2019-06-14;2011-11-07;0;17
3ukx;C;2019-06-14;2011-11-10;0;23
3uk4;B;2019-06-14;2011-11-09;0;6
3um0;B;2019-06-14;2011-11-11;0;18
3ul1;A;2019-06-14;2011-11-10;0;21
3upr;P;2019-06-14;2011-11-18;0;9
3utm;C;2019-06-14;2011-11-26;0;61
3u9a;I;2019-06-14;2011-10-18;0;11
3ui2;B;2019-06-14;2011-11-04;0;13
3ul0;C;2019-06-14;2011-11-10;0;23
3ukz;C;2019-06-14;2011-11-10;0;23
3unn;B;2019-06-14;2011-11-16;0;8
3uyr;P;2019-06-14;2011-12-06;0;8
3twx;C;2019-06-14;2011-09-22;0;11
3twt;E;2019-06-14;2011-09-22;0;11
3tzw;D;2019-06-14;2011-09-28;0;10
3u23;B;2019-06-14;2011-09-30;0;13
3u3d;B;2019-06-14;2011-10-05;0;7
3u72;B;2019-06-14;2011-10-13;0;6
3u7d;B;2019-06-14;2011-10-13;0;7
3u85;B;2019-06-14;2011-10-15;0;9
3u86;B;2019-06-14;2011-10-15;0;12
3tpm;B;2019-06-14;2011-09-08;0;43
3trs;A;2019-06-14;2011-09-10;0;37
3tu7;I;2019-06-14;2011-09-16;0;11
3tjv;B;2019-06-14;2011-08-25;0;9
3tm7;A;2019-06-14;2011-08-31;0;26
3twr;E;2019-06-14;2011-09-22;0;12
3twv;E;2019-06-14;2011-09-22;0;11
3tww;C;2019-06-14;2011-09-22;0;11
3tax;B;2019-06-14;2011-08-04;0;14
3t4g;A;2019-06-14;2011-07-26;0;14
3sv1;D;2019-06-14;2011-07-12;0;14
3svm;P;2019-06-14;2011-07-12;0;12
3sjv;C;2019-06-14;2011-06-22;0;9
3sov;Z;2019-06-14;2011-06-30;0;7
3sow;C;2019-06-14;2011-06-30;0;6
3spa;B;2019-06-14;2011-07-01;0;9
3sou;D;2019-06-14;2011-06-30;0;8
3sgp;A;2019-06-14;2011-06-15;0;11
3si4;I;2019-06-14;2011-06-17;0;11
3skm;C;2019-06-14;2011-06-22;0;9
3spv;C;2019-06-14;2011-07-04;0;8
3sfj;B;2019-06-14;2011-06-13;0;10
3sgr;A;2019-06-14;2011-06-15;0;25
3shb;B;2019-06-14;2011-06-16;0;7
3s5l;C;2019-06-13;2011-05-23;0;13
3s7f;I;2019-06-13;2011-05-26;0;6
3sbn;A;2019-06-13;2011-06-06;0;12
3rwf;C;2019-06-13;2011-05-09;0;9
5xol;A;2019-06-13;2017-05-29;0;21
3rwj;C;2019-06-13;2011-05-09;0;8
3rwi;C;2019-06-13;2011-05-09;0;10
3rlw;I;2019-06-13;2011-04-20;0;11
5mtw;E;2019-06-13;2017-01-10;0;12
6ef2;s;2019-06-13;2018-08-15;0;16
3riy;C;2019-06-13;2011-04-14;0;7
3rml;I;2019-06-13;2011-04-21;0;11
3rmo;I;2019-06-13;2011-04-21;0;11
3rof;B;2019-06-13;2011-04-25;0;7
6f8g;E;2019-06-13;2017-12-13;0;11
3rce;B;2019-06-13;2011-03-31;0;8
6bw9;B;2019-06-13;2017-12-14;0;24
3r0h;a;2019-06-13;2011-03-08;0;9
2x04;C;2019-06-13;2009-12-04;0;15
5xjm;B;2019-06-13;2017-05-02;0;7
1im7;A;2019-06-13;2001-05-10;0;13
1j8n;A;2019-06-13;2001-05-22;0;13
1qs3;A;2019-06-13;1999-06-25;0;11
5xo4;A;2019-06-13;2017-05-26;0;21
1w3c;C;2019-06-13;2004-07-14;0;12
1xy9;A;2019-06-13;2004-11-09;0;11
1y49;A;2019-06-13;2004-11-30;0;9
2bvs;I;2019-06-13;2005-07-04;0;11
2cha;A;2019-06-13;1975-01-01;0;8
2lax;B;2019-06-13;2011-03-22;0;9
6g4w;t;2019-06-13;2018-03-28;0;18
5y0i;A;2019-06-13;2017-07-17;0;21
5xiv;A;2019-06-13;2017-04-27;0;20
5xo5;A;2019-06-13;2017-05-26;0;21
1qx9;A;2019-06-13;2003-09-04;0;15
1yf4;B;2019-06-13;2004-12-30;0;9
5mlu;M;2019-06-13;2016-12-07;0;16
2brq;C;2019-06-13;2005-05-11;0;13
2jrw;A;2019-06-13;2007-06-29;0;23
5xjg;B;2019-06-13;2017-05-01;0;30
6n7q;C;2019-06-13;2018-11-28;0;13
6c0h;C;2019-06-13;2017-12-31;0;14
5xsg;A;2019-06-13;2017-06-14;0;6
5xcu;C;2019-06-13;2017-03-23;0;8
5wxr;P;2019-06-13;2017-01-08;0;14
5wy2;B;2019-06-13;2017-01-10;0;21
5xad;C;2019-06-13;2017-03-12;0;24
5x94;L;2019-06-13;2017-03-05;0;9
5wxf;P;2019-06-13;2017-01-07;0;12
5wgg;B;2019-06-13;2017-07-14;0;21
5wir;C;2019-06-13;2017-07-20;0;12
5wmr;C;2019-06-13;2017-07-31;0;9
5whn;A;2019-06-13;2017-07-17;0;6
5wob;a;2019-06-13;2017-08-01;0;20
5wtb;E;2019-06-13;2016-12-10;0;17
5wvo;D;2019-06-13;2016-12-28;0;19
5whp;A;2019-06-13;2017-07-17;0;6
5wor;A;2019-06-13;2017-08-02;0;11
5wqd;H;2019-06-13;2016-11-26;0;12
5wwu;E;2019-06-13;2017-01-05;0;11
5w1v;C;2019-06-13;2017-06-04;0;9
5w1w;C;2019-06-13;2017-06-05;0;9
5w3p;P;2019-06-13;2017-06-08;0;16
5w4e;A;2019-06-13;2017-06-10;0;10
5w4h;A;2019-06-13;2017-06-11;0;16
5w50;A;2019-06-13;2017-06-13;0;6
5w67;C;2019-06-13;2017-06-16;0;9
5w6r;M;2019-06-13;2017-06-16;0;9
5we0;C;2019-06-13;2017-07-06;0;17
5we2;F;2019-06-13;2017-07-06;0;6
5weu;P;2019-06-13;2017-07-10;0;10
5wg1;P;2019-06-13;2017-07-13;0;9
5w4i;A;2019-06-13;2017-06-11;0;16
5w4j;A;2019-06-13;2017-06-11;0;16
5w5s;D;2019-06-13;2017-06-15;0;9
5w6a;E;2019-06-13;2017-06-16;0;9
5w3n;A;2019-06-13;2017-06-08;0;61
5w69;I;2019-06-13;2017-06-16;0;9
5w4s;B;2019-06-13;2017-06-12;0;10
5wbj;T;2019-06-13;2017-06-29;0;8
5wfv;P;2019-06-13;2017-07-12;0;9
5vjh;P;2019-06-13;2017-04-19;0;26
5vxr;P;2019-06-13;2017-05-24;0;10
5vwh;C;2019-06-13;2017-05-21;0;9
5vzy;A;2019-06-13;2017-05-29;0;12
5v7z;A;2019-06-13;2017-03-21;0;15
5vab;F;2019-06-13;2017-03-24;0;11
5v6m;P;2019-06-13;2017-03-17;0;13
5ve8;C;2019-06-13;2017-04-04;0;14
5vf1;A;2019-06-13;2017-04-06;0;16
5vif;B;2019-06-13;2017-04-15;0;12
5v65;A;2019-06-13;2017-03-15;0;16
5v63;A;2019-06-13;2017-03-15;0;16
5v64;A;2019-06-13;2017-03-15;0;16
5v5m;E;2019-06-13;2017-03-14;0;10
5v7z;B;2019-06-13;2017-03-21;0;18
5v5l;E;2019-06-13;2017-03-14;0;10
5vaq;C;2019-06-13;2017-03-27;0;24
5uwu;D;2019-06-13;2017-02-21;0;9
5uwo;D;2019-06-13;2017-02-21;0;10
5uy9;B;2019-06-13;2017-02-23;0;6
5v1u;E;2019-06-13;2017-03-02;0;16
5uw5;E;2019-06-13;2017-02-20;0;6
5uzw;E;2019-06-13;2017-02-27;0;6
5v0y;A;2019-06-13;2017-02-28;0;21
5v11;A;2019-06-13;2017-03-01;0;21
5un8;E;2019-06-13;2017-01-30;0;7
5upk;A;2019-06-13;2017-02-03;0;40
5umz;D;2019-06-13;2017-01-30;0;8
5u5r;B;2019-06-13;2016-12-07;0;11
5ujg;A;2019-06-13;2017-01-17;0;24
5u6a;D;2019-06-13;2016-12-07;0;13
5ujh;A;2019-06-13;2017-01-18;0;23
5ujt;C;2019-06-13;2017-01-18;0;15
5u1q;L;2019-06-13;2016-11-28;0;8
5u1m;B;2019-06-13;2016-11-28;0;8
5u5p;B;2019-06-13;2016-12-07;0;10
5u5m;D;2019-06-13;2016-12-06;0;12
5tdr;B;2019-06-13;2016-09-19;0;11
5tgj;B;2019-06-13;2016-09-28;0;22
5th2;E;2019-06-13;2016-09-28;0;12
5tp1;P;2019-06-13;2016-10-19;0;21
5tu6;B;2019-06-13;2016-11-04;0;7
5teg;D;2019-06-13;2016-09-21;0;8
5tgi;C;2019-06-13;2016-09-28;0;20
5tgh;B;2019-06-13;2016-09-27;0;21
5t0k;P;2019-06-13;2016-08-16;0;9
5t0m;C;2019-06-13;2016-08-16;0;9
5t6t;A;2019-06-13;2016-09-01;0;12
5t6v;A;2019-06-13;2016-09-01;0;12
5t6z;C;2019-06-13;2016-09-02;0;10
5t6w;C;2019-06-13;2016-09-01;0;10
5t6x;C;2019-06-13;2016-09-02;0;10
5t8r;E;2019-06-13;2016-09-08;0;7
5t7g;P;2019-06-13;2016-09-04;0;9
5swq;C;2019-06-13;2016-08-08;0;9
5sxm;C;2019-06-13;2016-08-09;0;6
5t1k;E;2019-06-13;2016-08-19;0;12
5t1l;E;2019-06-13;2016-08-19;0;12
5suu;A;2019-06-13;2016-08-03;0;16
5sur;A;2019-06-13;2016-08-03;0;16
5sus;A;2019-06-13;2016-08-03;0;16
5svx;B;2019-06-13;2016-08-08;0;11
5sut;A;2019-06-13;2016-08-03;0;16
5svi;C;2019-06-13;2016-08-06;0;8
5okz;J;2019-06-13;2017-07-26;0;28
5om3;B;2019-06-13;2017-07-28;0;33
5oob;E;2019-06-13;2017-08-07;0;20
5oqv;A;2019-06-13;2017-08-14;0;42
5osi;C;2019-06-13;2017-08-17;0;12
5oo6;C;2019-06-13;2017-08-06;0;20
5ooq;C;2019-06-13;2017-08-08;0;12
5ox2;P;2019-06-13;2017-09-05;0;9
5o3l;A;2019-06-12;2017-05-24;0;73
5o5p;4;2019-06-12;2017-06-02;0;17
5o9u;C;2019-06-12;2017-06-20;0;8
5ocy;C;2019-06-12;2017-07-04;0;9
5ocx;A;2019-06-12;2017-07-04;0;10
5ock;A;2019-06-12;2017-07-03;0;19
5nx2;B;2019-06-12;2017-05-09;0;6
5o3o;A;2019-06-12;2017-05-24;0;73
5o3t;A;2019-06-12;2017-05-24;0;73
5o3u;L;2019-06-12;2017-05-25;0;25
5o4y;A;2019-06-12;2017-05-31;0;15
5o3v;C;2019-06-12;2017-05-25;0;17
5o3w;W;2019-06-12;2017-05-25;0;7
5mub;E;2019-06-12;2017-01-13;0;7
5aef;A;2019-06-12;2015-08-29;0;28
5n7x;C;2019-06-12;2017-02-21;0;11
5ni9;C;2019-06-12;2017-03-23;0;14
5ncw;B;2019-06-12;2017-03-06;0;33
5nkp;C;2019-06-12;2017-03-31;0;11
5nnd;D;2019-06-12;2017-04-08;0;10
5nsc;C;2019-06-12;2017-04-26;0;13
5nig;C;2019-06-12;2017-03-24;0;15
5nmh;C;2019-06-12;2017-04-05;0;9
5nmf;C;2019-06-12;2017-04-05;0;9
5nmg;C;2019-06-12;2017-04-05;0;9
5nng;B;2019-06-12;2017-04-08;0;11
5nnf;B;2019-06-12;2017-04-08;0;8
5nq2;C;2019-06-12;2017-04-19;0;9
5nqv;E;2019-06-12;2017-04-21;0;10
5luf;i;2019-06-12;2016-09-08;0;33
5ly2;E;2019-06-12;2016-09-23;0;12
5mhc;P;2019-06-12;2016-11-24;0;12
5mm6;I;2019-06-12;2016-12-08;0;11
5la9;C;2019-06-12;2016-06-14;0;19
5lcw;D;2019-06-12;2016-06-22;0;18
5ls7;A;2019-06-12;2016-08-22;0;24
5mbw;B;2019-06-12;2016-11-09;0;9
5mr8;C;2019-06-12;2016-12-21;0;8
5b6c;B;2019-06-12;2016-05-26;0;11
5ix2;P;2019-06-12;2016-03-23;0;10
5iyv;B;2019-06-12;2016-03-24;0;12
5bk0;E;2019-06-12;2017-09-12;0;7
5j9q;L;2019-06-12;2016-04-11;0;5
5a29;B;2019-06-12;2015-05-15;0;18
5k4f;C;2019-06-12;2016-05-20;0;6
5kd4;P;2019-06-12;2016-06-07;0;10
5a53;B;2019-06-12;2015-06-16;0;22
5h9b;B;2019-06-12;2015-12-27;0;17
5hfc;B;2019-06-12;2016-01-06;0;7
5hda;B;2019-06-12;2016-01-05;0;8
5hkz;B;2019-06-12;2016-01-14;0;24
5hyr;F;2019-06-12;2016-02-01;0;11
5b4w;G;2019-06-12;2016-04-19;0;15
5ib1;C;2019-06-12;2016-02-22;0;9
5inb;B;2019-06-12;2016-03-07;0;33
5ioh;B;2019-06-12;2016-03-08;0;33
5h7g;C;2019-06-12;2016-11-18;0;13
5h2x;B;2019-06-12;2016-10-18;0;19
5hgv;B;2019-06-12;2016-01-08;0;14
5hhg;C;2019-06-12;2016-01-11;0;13
5hkh;B;2019-06-12;2016-01-14;0;9
5hpp;A;2019-06-12;2016-01-20;0;16
5icz;E;2019-06-12;2016-02-23;0;12
5iqo;B;2019-06-12;2016-03-11;0;15
5itf;E;2019-06-12;2016-03-16;0;12
5g04;S;2019-06-12;2016-03-16;0;10
5ggi;F;2019-06-12;2016-06-16;0;9
5gjh;B;2019-06-12;2016-06-30;0;8
5gk9;B;2019-06-12;2016-07-04;0;24
5gow;A;2019-06-12;2016-07-29;0;19
5gpi;A;2019-06-12;2016-08-02;0;38
4z10;G;2019-06-12;2015-03-26;0;12
5gxw;B;2019-06-12;2016-09-20;0;27
5h5q;B;2019-06-12;2016-11-09;0;13
5h2w;B;2019-06-12;2016-10-18;0;19
5h6v;A;2019-06-12;2016-11-15;0;38
5h7l;E;2019-06-12;2016-11-18;0;9
5awt;B;2019-06-12;2015-07-08;0;10
5awu;B;2019-06-12;2015-07-08;0;11
5gij;D;2019-06-12;2016-06-23;0;12
5gjx;C;2019-06-12;2016-07-02;0;9
5gmj;C;2019-06-12;2016-07-14;0;8
5glf;B;2019-06-12;2016-07-11;0;12
5gp7;B;2019-06-12;2016-08-01;0;10
4z0z;E;2019-06-12;2015-03-26;0;10
4z0y;E;2019-06-12;2015-03-26;0;8
5gtb;B;2019-06-12;2016-08-19;0;23
5h3j;B;2019-06-12;2016-10-25;0;21
5h5s;B;2019-06-12;2016-11-09;0;14
5h5z;C;2019-06-12;2016-11-10;0;9
5h4i;A;2019-06-12;2016-10-31;0;38
5frs;C;2019-06-12;2015-12-22;0;17
5fv6;C;2019-06-12;2016-02-03;0;8
5frp;C;2019-06-12;2015-12-21;0;17
5fxc;P;2019-06-12;2016-02-29;0;6
5f88;E;2019-06-12;2015-12-09;0;12
5f7d;C;2019-06-12;2015-12-07;0;10
5f8z;B;2019-06-12;2015-12-09;0;10
4zu1;A;2019-06-12;2015-05-15;0;8
5f8t;P;2019-06-12;2015-12-09;0;10
5fgy;B;2019-06-12;2015-12-21;0;11
5fja;L;2019-06-12;2015-10-06;0;45
5fjw;L;2019-06-12;2015-10-13;0;9
4zuw;C;2019-06-12;2015-05-17;0;12
5fpf;C;2019-06-12;2015-11-30;0;46
5frq;G;2019-06-12;2015-12-21;0;6
5f3y;B;2019-06-12;2015-12-03;0;13
5f0l;D;2019-06-12;2015-11-27;0;10
4z0f;C;2019-06-12;2015-03-26;0;13
5f9j;C;2019-06-12;2015-12-09;0;9
5fa4;C;2019-06-12;2015-12-10;0;11
5f8x;B;2019-06-12;2015-12-09;0;10
4zuh;C;2019-06-12;2015-05-16;0;8
5fgc;A;2019-06-12;2015-12-20;0;9
5fc8;C;2019-06-12;2015-12-15;0;13
5fj9;L;2019-06-12;2015-10-06;0;45
4z0w;A;2019-06-12;2015-03-26;0;19
5e5z;A;2019-06-12;2015-10-09;0;6
5e61;A;2019-06-12;2015-10-09;0;7
5e2q;B;2019-06-12;2015-10-01;0;8
5e8o;C;2019-06-12;2015-10-14;0;9
5e8n;C;2019-06-12;2015-10-14;0;9
4z09;C;2019-06-12;2015-03-26;0;13
5eel;L;2019-06-12;2015-10-23;0;7
5enw;C;2019-06-12;2015-11-09;0;9
5eo0;C;2019-06-12;2015-11-10;0;9
5eor;A;2019-06-12;2015-11-10;0;9
5eoq;A;2019-06-12;2015-11-10;0;9
5eoc;P;2019-06-12;2015-11-10;0;13
5esq;E;2019-06-12;2015-11-16;0;10
5eot;C;2019-06-12;2015-11-10;0;11
4z0d;C;2019-06-12;2015-03-26;0;13
4ztd;D;2019-06-12;2015-05-14;0;12
4z0e;C;2019-06-12;2015-03-26;0;13
5f0o;E;2019-06-12;2015-11-27;0;17
5f1t;A;2019-06-12;2015-11-30;0;16
5f0m;D;2019-06-12;2015-11-27;0;11
5f0p;D;2019-06-12;2015-11-27;0;15
4yoo;X;2019-06-12;2015-03-12;0;18
5dvl;B;2019-06-12;2015-09-21;0;13
5dlm;X;2019-06-12;2015-09-07;0;9
5dxb;D;2019-06-12;2015-09-23;0;11
5dxe;C;2019-06-12;2015-09-23;0;11
5drz;P;2019-06-12;2015-09-16;0;15
5dvn;B;2019-06-12;2015-09-21;0;13
5dvk;B;2019-06-12;2015-09-21;0;13
5dvm;B;2019-06-12;2015-09-21;0;13
5dvv;C;2019-06-12;2015-09-21;0;5
4zqw;A;2019-06-12;2015-05-11;0;13
5d9s;C;2019-06-12;2015-08-19;0;11
5ddh;C;2019-06-12;2015-08-24;0;12
5dj2;C;2019-06-12;2015-09-01;0;13
5di8;C;2019-06-12;2015-08-31;0;13
5diy;P;2019-06-12;2015-09-01;0;5
5dj8;C;2019-06-12;2015-09-01;0;13
5dja;C;2019-06-12;2015-09-01;0;13
5dj6;C;2019-06-12;2015-09-01;0;13
5djy;C;2019-06-12;2015-09-02;0;13
5dk2;C;2019-06-12;2015-09-02;0;13
5d7e;C;2019-06-12;2015-08-13;0;8
5dhm;A;2019-06-12;2015-08-31;0;28
5djd;C;2019-06-12;2015-09-02;0;13
5dj0;C;2019-06-12;2015-09-01;0;13
5djx;C;2019-06-12;2015-09-02;0;13
5djc;C;2019-06-12;2015-09-01;0;13
5dk0;C;2019-06-12;2015-09-02;0;13
5djz;C;2019-06-12;2015-09-02;0;13
5dli;A;2019-06-12;2015-09-05;0;11
5cqy;C;2019-06-12;2015-07-22;0;15
5crw;B;2019-06-12;2015-07-23;0;11
5cqx;C;2019-06-12;2015-07-22;0;15
4ynl;C;2019-06-12;2015-03-10;0;6
5ctt;B;2019-06-12;2015-07-24;0;49
4z8a;B;2019-06-12;2015-04-08;0;15
5csz;D;2019-06-12;2015-07-23;0;11
5cve;D;2019-06-12;2015-07-26;0;7
5cxv;C;2019-06-12;2015-07-29;0;7
4yhp;P;2019-06-12;2015-02-27;0;11
5ajo;B;2019-06-12;2015-02-26;0;16
5ajn;P;2019-06-12;2015-02-26;0;15
5ajp;B;2019-06-12;2015-02-26;0;14
5d2m;G;2019-06-12;2015-08-05;0;21
4zns;C;2019-06-12;2015-05-05;0;10
4xc2;E;2019-06-12;2014-12-17;0;11
4xpn;B;2019-06-12;2015-01-17;0;16
4xz1;B;2019-06-12;2015-02-03;0;17
4y7r;B;2019-06-12;2015-02-16;0;8
4xfn;A;2019-06-12;2014-12-27;0;6
4xhv;B;2019-06-12;2015-01-06;0;10
4xif;E;2019-06-12;2015-01-06;0;11
4xmk;P;2019-06-12;2015-01-14;0;11
4xxd;C;2019-06-12;2015-01-30;0;11
4xzr;A;2019-06-12;2015-02-04;0;24
4y3o;C;2019-06-12;2015-02-10;0;11
4v3i;B;2019-06-12;2014-10-19;0;5
4w5a;C;2019-06-12;2014-08-17;0;11
4wjn;B;2019-06-12;2014-10-01;0;23
4wdi;C;2019-06-12;2014-09-08;0;9
4wih;B;2019-06-12;2014-09-25;0;15
4wj7;W;2019-06-12;2014-09-29;0;11
